type	latitude	longitude	color	width	opacity	name
T	47.634228	-122.390045
T	47.635235	-122.389534
T	47.635246	-122.388374
T	47.63525	-122.388321
T	47.635799	-122.387871
T	47.635815	-122.387863
T	47.636089	-122.387863
T	47.63612	-122.386887
T	47.63612	-122.386841
T	47.636959	-122.385956
T	47.636974	-122.385941
T	47.640759	-122.385933
T	47.646263	-122.381805
T	47.646275	-122.38179
T	47.648354	-122.381706
T	47.650524	-122.381706
T	47.650539	-122.381706
T	47.655155	-122.385162
T	47.655823	-122.38604
T	47.655979	-122.385437
T	47.65596	-122.385117
T	47.655499	-122.383553
T	47.653904	-122.381042
T	47.653896	-122.38102
T	47.653797	-122.380501
T	47.653793	-122.380486
T	47.653805	-122.377357
T	47.653713	-122.377007
T	47.653522	-122.376976
T	47.650551	-122.379105
T	47.650539	-122.379112
T	47.648628	-122.37915
T	47.647388	-122.379158
T	47.647327	-122.379158
T	47.647312	-122.377686
T	47.646492	-122.377693
T	47.646431	-122.377701
T	47.646435	-122.376656
T	47.645519	-122.376541
T	47.645111	-122.376488
T	47.643635	-122.376518
T	47.641403	-122.376488
T	47.639351	-122.376495
T	47.637756	-122.376503
T	47.635464	-122.376503
T	47.634056	-122.376465
T	47.633091	-122.376465
T	47.632797	-122.376404
T	47.632473	-122.376282
T	47.632458	-122.376282
T	47.63224	-122.375999
T	47.630291	-122.37352
T	47.628876	-122.371735
T	47.627701	-122.370171
T	47.626404	-122.368492
T	47.625198	-122.366837
T	47.623802	-122.365059
T	47.620594	-122.361267
T	47.618958	-122.359215
T	47.617905	-122.357834
T	47.617237	-122.356911
T	47.617142	-122.356766
T	47.617092	-122.356705
T	47.617634	-122.35598
T	47.616299	-122.353706
T	47.615231	-122.355064
T	47.615223	-122.35508
T	47.615097	-122.355133
T	47.615086	-122.355141
T	47.614918	-122.355103
T	47.614819	-122.355072
T	47.614799	-122.355064
T	47.613266	-122.35247
T	47.612411	-122.350853
T	47.611576	-122.34935
T	47.608013	-122.343391
T	47.607479	-122.342476
T	47.607342	-122.342262
T	47.60717	-122.341995
T	47.605232	-122.340096
T	47.601669	-122.336876
T	47.601643	-122.336853
T	47.601635	-122.336746
T	47.601639	-122.336502
T	47.601639	-122.336342
T	47.601456	-122.336174
T	47.600979	-122.335876
T	47.60051	-122.33577
T	47.60004	-122.33577
T	47.598278	-122.335762
T	47.597958	-122.335754
T	47.597324	-122.335495
T	47.596279	-122.334633
T	47.595982	-122.334412
T	47.595284	-122.334412
T	47.594978	-122.33448
T	47.594257	-122.334541
T	47.593822	-122.33477
T	47.593685	-122.334831
T	47.593155	-122.335411
T	47.593109	-122.3367
T	47.593105	-122.336761
T	47.589008	-122.33857
T	47.587128	-122.340317
T	47.587116	-122.340332
T	47.57568	-122.340363
T	47.574146	-122.340111
T	47.569775	-122.340126
T	47.569088	-122.339966
T	47.567261	-122.339897
T	47.567249	-122.339897
T	47.567074	-122.339806
T	47.566437	-122.339699
T	47.56588	-122.339699
T	47.564407	-122.339729
T	47.562412	-122.339729
T	47.559021	-122.339767
T	47.558285	-122.339775
T	47.558044	-122.339745
T	47.557564	-122.339592
T	47.557278	-122.339424
T	47.55687	-122.339211
T	47.555481	-122.338387
T	47.551605	-122.336372
T	47.548737	-122.334808
T	47.54628	-122.333443
T	47.545887	-122.333099
T	47.545643	-122.332809
T	47.544872	-122.331535
T	47.543694	-122.329506
T	47.538423	-122.320773
T	47.533899	-122.312989
T	47.646721	-122.338264	#0ba9cc	1	1	Northern_Seattle
T	47.646721	-122.335228
T	47.646736	-122.334145
T	47.646801	-122.333649
T	47.646805	-122.333633
T	47.64698	-122.333237
T	47.647194	-122.33297
T	47.647671	-122.332634
T	47.648487	-122.332123
T	47.649113	-122.331749
T	47.649815	-122.331253
T	47.650398	-122.33078
T	47.651134	-122.329987
T	47.651794	-122.329102
T	47.652313	-122.328476
T	47.653152	-122.327614
T	47.653286	-122.327393
T	47.653519	-122.326813
T	47.653652	-122.325851
T	47.653648	-122.325401
T	47.653679	-122.32473
T	47.653751	-122.32412
T	47.653984	-122.322701
T	47.653988	-122.322678
T	47.654366	-122.322075
T	47.654366	-122.320663
T	47.654427	-122.319984
T	47.654434	-122.319801
T	47.654392	-122.319557
T	47.654213	-122.318962
T	47.654037	-122.318581
T	47.653877	-122.318291
T	47.653694	-122.317924
T	47.653614	-122.317711
T	47.653393	-122.317802
T	47.653206	-122.31781
T	47.653179	-122.31781
T	47.652546	-122.316887
T	47.651962	-122.315361
T	47.651497	-122.314049
T	47.65144	-122.31382
T	47.651432	-122.313797
T	47.651478	-122.313576
T	47.651493	-122.313499
T	47.651638	-122.313545
T	47.651806	-122.313515
T	47.651985	-122.313385
T	47.652695	-122.312576
T	47.653053	-122.312157
T	47.653267	-122.311981
T	47.653282	-122.311974
T	47.661076	-122.311676
T	47.661057	-122.306007
T	47.661007	-122.304909
T	47.661041	-122.303795
T	47.661041	-122.300804
T	47.661041	-122.300713
T	47.664165	-122.30069
T	47.664181	-122.296272
T	47.664024	-122.295975
T	47.663982	-122.295845
T	47.663845	-122.295845
T	47.663834	-122.295845
T	47.663601	-122.295723
T	47.662216	-122.293945
T	47.661999	-122.293716
T	47.66111	-122.293037
T	47.661079	-122.293007
T	47.661037	-122.290352
T	47.658356	-122.290405
T	47.658295	-122.290405
T	47.658279	-122.287247
T	47.658226	-122.286995
T	47.658073	-122.286896
T	47.657562	-122.286896
T	47.657001	-122.286743
T	47.656418	-122.286369
T	47.656075	-122.286057
T	47.65583	-122.285652
T	47.655701	-122.285263
T	47.65564	-122.284889
T	47.655632	-122.284531
T	47.655632	-122.283173
T	47.655556	-122.28299
T	47.655392	-122.28286
T	47.655163	-122.282768
T	47.655151	-122.282768
T	47.654949	-122.282578
T	47.654728	-122.282303
T	47.654575	-122.282036
T	47.654404	-122.281616
T	47.654282	-122.281212
T	47.654282	-122.281197
T	47.654255	-122.281036
T	47.654026	-122.281021
